,Galaxy,RA,Dec,Type,BT,Ai,v,ɛ,classes,MainClass,SubClass,Class,ClassInt
0,-1.0,-3.0,-4.0,-9.0,-12.0,-14.0,-17.0,-18.0,,-9.0,irrelevant,Irrelevant,-1
1,F703,15 11 00,-15 16.7,S S5 2.2,-12.41,0.34,2270.0,15.0,Sx,S,S5,Spiral,0
2,HA72,13 57 39,-45 10.6,S S5 2.5,-12.83,0.38,1456.0,50.0,Sx,S,S5,Spiral,0
3,HA85-1,05 09 25,-14 51.0,S S5 2.0,-12.69,0.35,2140.0,165.0,Sx,S,S5,Spiral,0
4,HA85-2,18 52 53,-54 36.9,E 3,12.65,0.0,2761.0,113.0,E3,E,3,Elliptical,1
5,IC1459,22 54 23,-36 43.8,E 4,10.96,0.0,1628.0,36.0,E4,E,4,Elliptical,1
6,IC1783,02 07 57,-33 10.5,S T4 2.0,-13.1,0.46,3299.0,78.0,Sx,S,T4,Spiral,0
7,IC1788,02 13 39,-31 26.0,S S4 2.0U,13.1,0.57,3388.0,50.0,Sx,S,S4,Spiral,0
8,IC1933,03 24 15,-52 57.5,SB S5 2.5,-13.01,0.46,1063.0,98.0,SBx,SB,S5,Spiral,0
9,IC1953,03 31 29,-21 38.6,SB T4 2.0,-12.28,0.36,1884.0,20.0,SBx,SB,T4,Spiral,0
10,IC1954,03 30 06,-52 04.4,S S5 2.2,12.05,0.53,1054.0,67.0,Sx,S,S5,Spiral,0
11,IC2006,03 52 37,-36 06.9,E 1,12.27,0.0,1383.0,86.0,E1,E,1,Elliptical,1
12,IC2035,04 07 29,-45 38.8,LB14 P,12.18,0.0,1458.0,100.0,S0,LB14,P,Spiral,0
13,IC2056,04 15 39,-60 20.0,S S5 2.0,12.19,0.33,1129.0,103.0,Sx,S,S5,Spiral,0
14,IC2522,09 52 59,-32 54.0,SX S5 1.5,-12.72,0.47,2988.0,15.0,Sx,SX,S5,Spiral,0
15,IC2537,10 01 35,-27 19.5,S S5 1.5,12.9,0.4,2800.0,50.0,Sx,S,S5,Spiral,0
16,IC2627,11 07 26,-23 27.3,S R5 1.5,12.6,0.3,2076.0,15.0,Sx,S,R5,Spiral,0
17,IC2995,12 03 13,-27 39.7,S S5 3.0,-12.68,0.65,1840.0,15.0,Sx,S,S5,Spiral,0
18,IC3253,12 21 07,-34 20.7,S S5 2.5,12.42,0.55,2864.0,59.0,Sx,S,S5,Spiral,0
19,IC3370,12 24 59,-39 03.7,E 2 P,12.11,0.0,2973.0,83.0,E2,E,2,Elliptical,1
20,IC3896,12 53 51,-05 04.6,E 1,12.85,0.0,2274.0,110.0,E1,E,1,Elliptical,1
21,IC4296,13 33 47,-33 42.4,E 0,11.58,0.0,3633.0,66.0,E0,E,0,Elliptical,1
22,IC4329,13 46 14,-30 02.8,L 15,12.6,0.0,4356.0,56.0,S0,L,15,Irregular,2
23,IC4351,13 55 03,-29 04.3,S 3,-12.3,1.32,2601.0,37.0,Sx,S,3,Spiral,0
24,IC4444,14 28 27,-43 11.9,S S5 2.0,12.19,0.33,2006.0,13.0,Sx,S,S5,Spiral,0
25,IC4662,17 42 12,-64 37.3,I 9 3.0,11.76,0.23,439.0,24.0,I,I,9,Irregular,2
26,IC4710,18 23 28,-67 00.8,SB S7 4.0,-12.35,0.39,700.0,50.0,SBx,SB,S7,Spiral,0
27,IC4721,18 30 03,-58 32.2,S S5 2.0,12.63,0.66,2095.0,45.0,Sx,S,S5,Spiral,0
28,IC4797,18 52 28,-54 22.3,F 15 5,12.29,0.0,2632.0,76.0,E,F,15,Irregular,2
29,IC4837,19 11 12,-54 45.1,S S5 2.5,12.75,0.53,2708.0,60.0,Sx,S,S5,Spiral,0
30,IC4889,19 41 19,-54 27.6,L 25,-12.2,0.0,2531.0,68.0,S0,L,25,Irregular,2
31,IC5020,20 27 29,-33 39.2,S R2,-13.1,0.7,3050.0,50.0,Sx,S,R2,Spiral,0
32,IC5039,20 40 11,-30 02.1,S S5 3.0U,13.25,0.75,2700.0,50.0,Sx,S,S5,Spiral,0
33,IC5052,20 47 26,-69 23.6,S 7 O,-12.12,0.87,307.0,70.0,Sx,S,7,Spiral,0
34,IC5063,20 48 12,-57 15.2,S 53 0 P,13.22,0.0,3402.0,15.0,Sx,S,53,Spiral,0
35,IC5105,21 21 12,-40 45.1,E 5,12.66,0.0,5363.0,160.0,E5,E,5,Elliptical,1
36,IC5135,21 45 21,-35 11.2,S 1 P,12.92,0.28,4796.0,71.0,Sx,S,1,Spiral,0
37,IC5152,21 59 36,-51 32.,S 8 4.5,-11.68,0.24,119.0,14.0,Sx,S,8,Spiral,0
38,IC5156,22 00 20,-34 05.0,S S3 2.5,-13.2,,2584.0,193.0,Sx,S,S3,Spiral,0
39,IC5179,22 13 14,-37 05.7,S S5 2.5,12.7,0.52,3447.0,25.0,Sx,S,S5,Spiral,0
40,IC5181,22 10 18,-46 16.4,L 17,12.36,0.0,2017.0,76.0,S0,L,17,Irregular,2
41,IC5201,22 17 55,-46 17.0,SB 6 2.0,11.54,0.54,771.0,70.0,SBx,SB,6,Spiral,0
42,IC5240,22 38 53,-45 02.0,SB R1,-12.26,0.59,1773.0,19.0,SBx,SB,R1,Spiral,0
43,IC5267,22 54 22,-43 39.9,S R1,11.39,0.27,1719.0,19.0,Sx,S,R1,Spiral,0
44,IC5269,22 54 57,-36 17.7,L 17,13.57,0.0,2162.0,38.0,S0,L,17,Irregular,2
45,IC5271,22 55 16,-34 00.6,S T3 2.0,-12.6,0.6,1735.0,10.0,Sx,S,T3,Spiral,0
46,IC5273,22 56 40,-37 58.4,SB S5 2.5,11.9,0.39,1293.0,15.0,SBx,SB,S5,Spiral,0
47,IC5325,23 26 02,-41 36.7,S S5 2.5,-12.31,0.28,1477.0,22.0,Sx,S,S5,Spiral,0
48,IC5328,23 30 36,-45 17.4,L 13,11.95,0.0,3049.0,120.0,S0,L,13,Irregular,2
49,IC5332,23 31 48,-36 22.6,S S5 2.5,11.25,0.38,704.0,11.0,Sx,S,S5,Spiral,0
50,IC749,11 56 00,43 00.8,SB T5 2.5,12.8,0.36,798.0,15.0,SBx,SB,T5,Spiral,0
51,IC750,11 56 17,43 00.1,S 3U,12.8,0.71,713.0,75.0,Sx,S,3U,Spiral,0
52,IC764,12 07 39,-29 27.5,S R3 1.5,-12.35,0.99,2127.0,15.0,Sx,S,R3,Spiral,0
53,LMC,05 24 00,-69 48.,SB 9 3.0,0.63,0.16,270.0,5.0,SBx,SB,9,Spiral,0
54,NEW1,01 02 33,-06 28.6,SB S5 2.2,-12.21,0.32,983.0,96.0,SBx,SB,S5,Spiral,0
55,NEW2,12 32 55,-39 38.0,SB T2 1.0,12.81,0.51,3513.0,25.0,SBx,SB,T2,Spiral,0
56,NEW3,12 46 47,-09 50.8,SB S4 3.0,-12.1,0.36,1312.0,15.0,SBx,SB,S4,Spiral,0
57,NEW4,12 52 39,00 23.2,S S5 3.0,-12.55,0.45,1324.0,15.0,Sx,S,S5,Spiral,0
58,NEW5,20 20 33,-44 09.4,SB 1,12.66,0.0,2942.0,63.0,SBx,SB,1,Spiral,0
59,NEW6,21 19 56,-45 59.2,S S5 1.0,-12.56,0.73,2650.0,50.0,Sx,S,S5,Spiral,0
60,NGC1022,02 36 04,-06 53.4,SB R1 P,12.2,0.54,1498.0,46.0,SBx,SB,R1,Spiral,0
61,NGC1023,02 37 16,38 50.9,LB15,10.36,0.0,661.0,13.0,S0,LB15,irrelevant,Spiral,0
62,NGC1035,02 37 01,-08 20.8,S 5 : 3.0,-13.07,0.65,1237.0,10.0,Sx,S,5,Spiral,0
63,NGC1042,02 37 56,-08 38.8,S T5 1.5,11.49,0.35,1368.0,9.0,Sx,S,T5,Spiral,0
64,NGC1052,02 38 37,-08 28.1,F 3,11.53,0.0,1471.0,11.0,E,F,3,Irregular,2
65,NGC1055,02 39 11,00 13.7,S S4 2.0,11.42,0.63,993.0,9.0,Sx,S,S4,Spiral,0
66,NGC1058,02 40 23,37 07.8,S S5 2.5,12.15,0.3,518.0,1.0,Sx,S,S5,Spiral,0
67,NGC1068,02 40 07,-00 13.5,S T3 2.0,9.55,0.52,1131.0,6.0,Sx,S,T3,Spiral,0
68,NGC1073,02 41 05,01 09.9,SB T5 2.0,11.5,0.3,1210.0,20.0,SBx,SB,T5,Spiral,0
69,NGC1079,02 41 35,-29 12.9,S S1,12.22,0.0,2252.0,250.0,Sx,S,S1,Spiral,0
70,NGC1084,02 43 32,-07 47.1,S S5 2.2,11.25,0.52,1410.0,8.0,Sx,S,S5,Spiral,0
71,NGC1087,02 43 52,-00 42.5,S S5 3.3,11.56,0.43,1530.0,32.0,Sx,S,S5,Spiral,0
72,NGC1090,02 44 01,-00 27.4,SB S5 1.5,12.6,0.57,2736.0,14.0,SBx,SB,S5,Spiral,0
73,NGC1097,02 44 11,-30 29.1,SB T4 1.5,10.16,0.41,1319.0,16.0,SBx,SB,T4,Spiral,0
74,NGC1140,02 52 08,-10 13.9,S 3 B,12.85,0.74,1509.0,7.0,Sx,S,3,Spiral,0
75,NGC1156,02 56 47,25 02.4,S 9 4.0,12.25,0.19,373.0,10.0,Sx,S,9,Spiral,0
76,NGC1169,03 00 10,46 11.1,SB R1 1.0,12.5,0.32,2378.0,15.0,SBx,SB,R1,Spiral,0
77,NGC1172,02 59 16,-15 01.8,L 1,13.0,0.0,1542.0,50.0,S0,L,1,Irregular,2
78,NGC1175,03 01 16,42 08.7,L 38,13.81,0.0,5458.0,60.0,S0,L,38,Irregular,2
79,NGC1179,03 00 21,-19 05.6,SB T5 1.5,-12.21,0.34,1770.0,15.0,SBx,SB,T5,Spiral,0
80,NGC1187,03 00 24,-23 03.8,SB S4 1.5,-10.93,0.36,1436.0,29.0,SBx,SB,S4,Spiral,0
81,NGC1199,03 01 19,-15 48.6,E 2,12.42,0.0,2666.0,20.0,E2,E,2,Elliptical,1
82,NGC1201,03 01 58,-26 15.9,L 16,11.56,0.0,1722.0,50.0,S0,L,16,Irregular,2
83,NGC1209,03 03 44,-15 48.2,E 6,12.26,0.0,2634.0,37.0,E7,E,6,Elliptical,1
84,NGC1232,03 07 30,-20 46.2,S T5 1.0,10.5,0.32,1782.0,52.0,Sx,S,T5,Spiral,0
85,NGC1241,03 08 49,-09 06.6,SB S4 1.2,-12.66,0.45,4028.0,100.0,SBx,SB,S4,Spiral,0
86,NGC1249,03 08 35,-53 31.4,SB S5 2.0,11.8,0.54,1031.0,54.0,SBx,SB,S5,Spiral,0
87,NGC1255,03 11 23,-25 54.7,S S5 2.0,11.6,0.42,1688.0,21.0,Sx,S,S5,Spiral,0
88,NGC1275,03 16 30,41 19.8,E P,12.35,0.0,5216.0,20.0,E,E,P,Elliptical,1
89,NGC128,00 26 41,02 35.3,L 38 P,12.63,0.0,4253.0,35.0,S0,L,38,Irregular,2
90,NGC1288,03 15 12,-32 45.3,S R2 1.5,12.8,0.47,4526.0,14.0,Sx,S,R2,Spiral,0
91,NGC1291,03 15 29,-41 18.5,SB 1,9.42,0.25,839.0,4.0,SBx,SB,1,Spiral,0
92,NGC1292,03 16 08,-27 47.8,S S5 2.0,-12.59,0.53,1434.0,36.0,Sx,S,S5,Spiral,0
93,NGC1297,03 16 59,-19 17.0,E 2,-12.61,0.0,1599.0,80.0,E2,E,2,Elliptical,1
94,NGC1300,03 17 25,-19 35.5,SB S3 1.2,11.1,0.67,1535.0,9.0,SBx,SB,S3,Spiral,0
95,NGC1302,03 17 43,-26 14.4,S 1,11.38,0.0,1703.0,8.0,Sx,S,1,Spiral,0
96,NGC1309,03 19 47,-15 34.7,S T3 2.0,12.0,0.45,2136.0,7.0,Sx,S,T3,Spiral,0
97,NGC1313,03 17 39,-66 40.7,SB S5 3.5,9.37,0.38,452.0,15.0,SBx,SB,S5,Spiral,0
98,NGC1316,03 20 47,-37 23.1,S 1 P M?,9.6,0.28,1801.0,39.0,Sx,S,1,Spiral,0
99,NGC1317,03 20 51,-37 16.9,S 1,12.04,0.0,1980.0,70.0,Sx,S,1,Spiral,0
100,NGC1325,03 22 13,-21 43.1,S 3,12.32,0.98,1596.0,15.0,Sx,S,3,Spiral,0
101,NGC1326,03 22 01,-36 38.4,SB 1,11.34,0.0,1362.0,7.0,SBx,SB,1,Spiral,0
102,NGC1332,03 24 04,-21 30.5,L 16,11.29,0.0,1477.0,19.0,S0,L,16,Irregular,2
103,NGC1337,03 25 40,-08 33.7,S S5 1.5,12.28,0.74,1237.0,7.0,Sx,S,S5,Spiral,0
104,NGC1339,03 26 06,-32 27.3,E 4,12.37,0.0,1287.0,79.0,E4,E,4,Elliptical,1
105,NGC134,00 27 54,-33 31.3,S S4 2.5:,10.96,0.72,1581.0,14.0,Sx,S,S4,Spiral,0
106,NGC1341,03 26 05,-37 19.3,SB S5 2.5,-13.18,0.29,1884.0,60.0,SBx,SB,S5,Spiral,0
107,NGC1344,03 26 18,-31 14.4,L 15,11.28,0.0,1266.0,36.0,S0,L,15,Irregular,2
108,NGC1350,03 29 10,-33 47.9,S R1,11.4,0.38,1940.0,82.0,Sx,S,R1,Spiral,0
109,NGC1351,03 28 36,-35 02.,K 16 6,12.65,0.0,1589.0,120.0,S0,K,16,Irregular,2
110,NGC1353,03 29 49,-20 59.3,S 4 2.0,12.25,0.58,1545.0,91.0,Sx,S,4,Spiral,0
111,NGC1357,03 30 56,-13 50.0,S S1,12.6,0.61,2095.0,63.0,Sx,S,S1,Spiral,0
112,NGC1358,03 31 11,-05 15.4,SB S1 1.0,13.0,0.0,4071.0,90.0,SBx,SB,S1,Spiral,0
113,NGC1359,03 31 33,-19 39.5,S S5 2.5,12.6,0.34,1992.0,54.0,Sx,S,S5,Spiral,0
114,NGC1365,03 31 42,-36 18.3,SB S3 1.0,10.21,0.76,1652.0,18.0,SBx,SB,S3,Spiral,0
115,NGC1366,03 31 53,-31 21.6,L 18,-12.81,0.0,891.0,118.0,S0,L,18,Irregular,2
116,NGC1371,03 32 53,-25 06.0,S S1,-11.5,0.0,1462.0,7.0,Sx,S,S1,Spiral,0
117,NGC1374,03 33 21,-35 23.5,E 0,12.3,0.0,1289.0,100.0,E0,E,0,Elliptical,1
118,NGC1376,03 34 37,-05 12.3,S S5 2.0,-12.79,0.06,4157.0,9.0,Sx,S,S5,Spiral,0
119,NGC1379,03 34 08,-35 36.3,E,12.07,0.0,1457.0,116.0,E,E,irrelevant,Elliptical,1
120,NGC1380,03 34 31,-35 08.4,S 57 0,11.1,0.0,1861.0,42.0,Sx,S,57,Spiral,0
121,NGC1381,03 34 36,-35 27.5,L 1Z,12.34,0.0,1871.0,118.0,S0,L,1Z,Irregular,2
122,NGC1385,03 35 20,-24 39.9,S 5 3.0:,11.65,0.44,2012.0,180.0,Sx,S,5,Spiral,0
123,NGC1386,03 34 52,-36 09.9,S 1,12.0,0.92,918.0,34.0,Sx,S,1,Spiral,0
124,NGC1387,03 35 02,-35 40.2,LB3 P,11.83,0.0,1274.0,106.0,S0,LB3,P,Spiral,0
125,NGC1389,03 35 17,-35 54.5,LB15,12.39,0.0,1070.0,154.0,S0,LB15,irrelevant,Spiral,0
126,NGC1395,03 36 19,-23 11.4,E 2,11.18,0.0,1702.0,21.0,E2,E,2,Elliptical,1
127,NGC1398,03 36 45,-26 29.9,SB R2 1.0,10.6,0.56,1524.0,40.0,SBx,SB,R2,Spiral,0
128,NGC1399,03 36 35,-35 36.7,E 1,10.79,0.0,1465.0,100.0,E1,E,1,Elliptical,1
129,NGC1400,03 37 15,-18 50.9,F 11 1,12.08,0.0,524.0,31.0,E,F,11,Irregular,2
130,NGC1404,03 36 57,-35 45.3,E 2,11.06,0.0,1994.0,100.0,E2,E,2,Elliptical,1
131,NGC1406,03 37 23,-31 29.1,S 5 2.0U,-12.59,0.82,1072.0,13.0,Sx,S,5,Spiral,0
132,NGC1407,03 37 57,-18 44.4,E 0,10.93,0.0,1784.0,30.0,E0,E,0,Elliptical,1
133,NGC1411,03 37 04,-44 15.9,L 34,11.7,0.0,1058.0,84.0,S0,L,34,Irregular,2
134,NGC1415,03 38 47,-22 43.4,SX 1 L,12.55,0.75,1564.0,9.0,Sx,SX,1,Spiral,0
135,NGC1417,03 39 28,-04 51.9,S S3 1.3,12.75,0.67,4101.0,50.0,Sx,S,S3,Spiral,0
136,NGC1421,03 40 09,-13 38.9,S 5 3.0:,11.95,0.76,2080.0,10.0,Sx,S,5,Spiral,0
137,NGC1425,03 40 10,-30 03.3,S R5 2.0,-11.6,0.83,1510.0,15.0,Sx,S,R5,Spiral,0
138,NGC1426,03 40 38,-22 16.0,E 4,12.37,0.0,1443.0,6.0,E4,E,4,Elliptical,1
139,NGC1427,03 40 25,-35 33.1,E 5,11.94,0.0,1681.0,92.0,E5,E,5,Elliptical,1
140,NGC1433,03 40 27,-47 22.8,SB S3 1.5,10.68,0.5,1061.0,14.0,SBx,SB,S3,Spiral,0
141,NGC1437,03 41 42,-36 00.4,S S5 2.0,-12.58,0.4,1162.0,77.0,Sx,S,S5,Spiral,0
142,NGC1439,03 42 38,-22 04.6,E 1,12.58,0.0,1670.0,10.0,E1,E,1,Elliptical,1
143,NGC1440,03 42 48,-18 25.1,LB15,12.69,0.0,1534.0,68.0,S0,LB15,irrelevant,Spiral,0
144,NGC1448,03 42 54,-44 48.1,S 5 2.0V,11.3,0.85,1168.0,11.0,Sx,S,5,Spiral,0
145,NGC1452,03 43 08,-18 47.3,SB R1,-13.07,0.0,1904.0,43.0,SBx,SB,R1,Spiral,0
146,NGC1453,03 43 57,-04 07.6,E 2,12.65,0.0,3941.0,26.0,E2,E,2,Elliptical,1
147,NGC1461,03 46 11,-16 32.4,L 38,12.9,0.0,1450.0,90.0,S0,L,38,Irregular,2
148,NGC147,00 30 28,48 13.8,E 5,10.36,0.0,-160.0,50.0,E5,E,5,Elliptical,1
149,NGC148,00 31 48,-32 03.7,L 36R,13.04,0.0,1897.0,23.0,S0,L,36R,Irregular,2
150,NGC1487,03 54 03,-42 30.9,S P M,12.31,0.42,871.0,39.0,Sx,S,P,Spiral,0
151,NGC1493,03 55 54,-46 21.2,SB T5 3.0,11.82,0.32,1053.0,10.0,SBx,SB,T5,Spiral,0
152,NGC1494,03 56 15,-49 03.0,S S6 2.0,-12.19,0.42,1109.0,122.0,Sx,S,S6,Spiral,0
153,NGC150,00 31 49,-28 04.7,S S4 2.0,11.75,0.51,1580.0,14.0,Sx,S,S4,Spiral,0
154,NGC1507,04 01 56,-02 19.5,S 5,12.7,0.75,867.0,37.0,Sx,S,5,Spiral,0
155,NGC151,00 31 30,-09 58.9,SB T4 2.0,12.28,0.54,3741.0,10.0,SBx,SB,T4,Spiral,0
156,NGC1511,03 59 18,-67 46.,S 5 P,12.05,0.67,1349.0,55.0,Sx,S,5,Spiral,0
157,NGC1512,04 02 16,-43 29.2,SB T3 P 1.0,11.38,0.56,896.0,5.0,SBx,SB,T3,Spiral,0
158,NGC1515,04 02 51,-54 14.0,S S3 2.0,11.93,1.23,1131.0,50.0,Sx,S,S3,Spiral,0
159,NGC1518,04 04 38,-21 18.7,S 5 3.0,12.3,0.58,966.0,9.0,Sx,S,5,Spiral,0
160,NGC1521,04 06 08,-21 11.1,E 3,12.63,0.0,4222.0,50.0,E3,E,3,Elliptical,1
161,NGC1527,04 06 55,-48 01.6,L 36,11.7,0.0,1037.0,66.0,S0,L,36,Irregular,2
162,NGC1531,04 10 04,-32 58.7,I 0,12.8,,1157.0,76.0,I,I,0,Irregular,2
163,NGC1532,04 10 09,-33 00.0,S S2 T?1.0,-11.53,1.09,1208.0,14.0,Sx,S,S2,Spiral,0
164,NGC1533,04 08 50,-56 15.0,SB32 0,11.71,0.0,740.0,58.0,SBx,SB32,0,Spiral,0
165,NGC1536,04 09 57,-56 36.9,SB S5 P,13.1,0.34,1350.0,200.0,SBx,SB,S5,Spiral,0
166,NGC1537,04 11 44,-31 46.3,E 6,11.62,0.0,1353.0,90.0,E7,E,6,Elliptical,1
167,NGC1543,04 11 47,-57 52.0,SB40 0,11.49,0.0,1400.0,200.0,SBx,SB40,0,Spiral,0
168,NGC1546,04 13 33,-56 11.0,S S4 3.0,12.48,0.55,1190.0,93.0,Sx,S,S4,Spiral,0
169,NGC1549,04 14 39,-55 42.9,E 2,10.76,0.0,1173.0,53.0,E2,E,2,Elliptical,1
170,NGC1553,04 15 05,-55 54.2,L 25 P,10.42,0.0,1236.0,41.0,S0,L,25,Irregular,2
171,NGC1559,04 17 01,-62 54.3,SB S5 2.8,10.97,0.46,1295.0,15.0,SBx,SB,S5,Spiral,0
172,NGC1566,04 18 53,-55 03.4,S S5 1.0,10.21,0.36,1487.0,14.0,Sx,S,S5,Spiral,0
173,NGC1569,04 26 05,64 44.4,S 9 4.0,11.9,0.27,-83.0,10.0,Sx,S,9,Spiral,0
174,NGC157,00 32 14,-08 40.3,S S5 1.5,11.04,0.43,1678.0,10.0,Sx,S,S5,Spiral,0
175,NGC1574,04 20 59,-57 05.4,LB33,11.19,0.0,890.0,200.0,S0,LB33,irrelevant,Spiral,0
176,NGC1596,04 26 35,-55 08.1,L 17,12.02,0.0,1479.0,67.0,S0,L,17,Irregular,2
177,NGC16,00 06 29,27 27.2,LB14,12.98,0.0,3110.0,50.0,S0,LB14,irrelevant,Spiral,0
178,NGC1600,04 29 12,-05 11.5,E 4,12.12,0.0,4738.0,60.0,E4,E,4,Elliptical,1
179,NGC1617,04 30 37,-54 42.5,S S1,11.37,0.82,1040.0,50.0,Sx,S,S1,Spiral,0
180,NGC1625,04 34 35,-03 24.2,S 4,13.2,0.76,3033.0,96.0,Sx,S,4,Spiral,0
181,NGC1637,04 38 58,-02 57.1,SB S5 2.3,11.52,0.33,717.0,6.0,SBx,SB,S5,Spiral,0
182,NGC1638,04 39 05,-01 54.1,S 1,13.06,0.28,3306.0,85.0,Sx,S,1,Spiral,0
183,NGC1640,04 40 04,-20 31.8,SB R4 1.5,12.45,0.4,1676.0,85.0,SBx,SB,R4,Spiral,0
184,NGC1659,04 44 02,-04 52.7,S S5 2.5,13.19,0.36,4537.0,74.0,Sx,S,S5,Spiral,0
185,NGC1667,04 46 10,-06 24.4,S R5 :P 2.0,12.75,0.36,4585.0,44.0,Sx,S,R5,Spiral,0
186,NGC1672,04 44 58,-59 19.6,S T3 2.0,11.03,0.55,1335.0,13.0,Sx,S,T3,Spiral,0
187,NGC1688,04 47 41,-59 53.3,SB S5 2.5,12.49,0.37,1247.0,30.0,SBx,SB,S5,Spiral,0
188,NGC1700,04 54 28,-04 56.5,E 3,11.96,0.0,3953.0,31.0,E3,E,3,Elliptical,1
189,NGC1705,04 53 07,-53 26.5,I 0,12.8,,640.0,40.0,I,I,0,Irregular,2
190,NGC1726,04 57 18,-07 49.8,E 34 4,12.99,0.0,4072.0,60.0,E3,E,34,Elliptical,1
191,NGC1744,04 57 56,-26 05.8,SB S6 2.5,11.7,0.47,750.0,8.0,SBx,SB,S6,Spiral,0
192,NGC175,00 34 52,-20 12.3,SB R2 1.5,12.8,0.48,3883.0,49.0,SBx,SB,R2,Spiral,0
193,NGC178,00 36 37,-14 26.8,S 5 4.0,13.1,0.48,1492.0,36.0,Sx,S,5,Spiral,0
194,NGC1784,05 03 07,-11 56.4,SB T4 1.5,12.39,0.43,2314.0,9.0,SBx,SB,T4,Spiral,0
195,NGC1792,05 03 30,-38 02.7,S S5 2.0,10.85,0.53,1212.0,19.0,Sx,S,S5,Spiral,0
196,NGC1796,05 02 08,-61 12.4,SB S5 3.0,13.06,0.5,987.0,40.0,SBx,SB,S5,Spiral,0
197,NGC1800,05 04 33,-32 01.2,I 0,13.1,,723.0,44.0,I,I,0,Irregular,2
198,NGC1808,05 05 59,-37 34.7,S 4 P,10.7,0.5,977.0,14.0,Sx,S,4,Spiral,0
199,NGC1832,05 09 48,-15 44.8,SB R3 1.0,12.1,0.64,1936.0,7.0,SBx,SB,R3,Spiral,0
200,NGC185,00 36 11,48 03.7,E 3 P,10.13,0.0,-227.0,22.0,E3,E,3,Elliptical,1
201,NGC1947,05 26 11,-63 48.0,L 50 P,11.86,0.0,1289.0,115.0,S0,L,50,Irregular,2
202,NGC1961,05 36 34,69 21.3,S T3 P 2.0,11.81,0.64,3935.0,7.0,Sx,S,T3,Spiral,0
203,NGC1964,05 31 14,-21 58.9,S 3 1.5,11.6,0.95,1700.0,32.0,Sx,S,3,Spiral,0
204,NGC205,00 37 38,41 24.9,K 5 P,8.83,0.0,-239.0,11.0,S0,K,5,Irregular,2
205,NGC2082,05 41 36,-64 19.2,S S5 2.5,-12.96,0.37,1273.0,59.0,Sx,S,S5,Spiral,0
206,NGC2090,05 45 15,-34 16.4,S S5 2.0,11.85,0.53,928.0,15.0,Sx,S,S5,Spiral,0
207,NGC210,00 38 04,-14 08.8,S T3 1.0,11.65,0.64,1768.0,40.0,Sx,S,T3,Spiral,0
208,NGC2139,05 59 04,-23 40.3,SB S5 2.3,12.05,0.33,1836.0,9.0,SBx,SB,S5,Spiral,0
209,NGC214,00 38 49,25 13.5,S R5 1.0,12.95,0.38,4499.0,33.0,Sx,S,R5,Spiral,0
210,NGC2146,06 10 45,78 22.5,S 3 P 2.0,11.24,0.7,883.0,8.0,Sx,S,3,Spiral,0
